"name","kingdom","class","phylum","scientificName","family","species","order","genus","yearPublished","populationTrend","biogeographicalRealms","systems","scopes","lastAssessed","estimatedPopulation","threats","habitats"
"Beck's Petrel","animalia","aves","chordata","Pseudobulweria becki","procellariidae","becki","procellariiformes","pseudobulweria",2016,"Decreasing","Oceanian","Terrestrial;Marine;Terrestrial and Marine","Global","01 October 2016",NA,"Agriculture & aquaculture;Energy production & mining;Invasive and other problematic species, genes & diseases","Forest;Marine Neritic;Marine Oceanic"
"Slender-billed Curlew","animalia","aves","chordata","Numenius tenuirostris","scolopacidae","tenuirostris","charadriiformes","numenius",2016,"Decreasing","Afrotropical;Palearctic","Terrestrial;Freshwater (=Inland waters);Marine;Terrestrial and Freshwater (=Inland waters);Terrestrial and Marine;Freshwater (=Inland waters) and Marine;Terrestrial and Freshwater (=Inland waters) and Marine","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use;Natural system modifications","Grassland;Wetlands (inland);Marine Intertidal;Marine Coastal/Supratidal;Artificial/Terrestrial;Artificial/Aquatic & Marine"
"Madagascar Fish-eagle","animalia","aves","chordata","Haliaeetus vociferoides","accipitridae","vociferoides","accipitriformes","haliaeetus",2016,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Marine;Terrestrial and Freshwater (=Inland waters);Terrestrial and Marine;Freshwater (=Inland waters) and Marine;Terrestrial and Freshwater (=Inland waters) and Marine","Global","01 October 2016",240,"Agriculture & aquaculture;Biological resource use;Human intrusions & disturbance;Pollution","Forest;Wetlands (inland);Marine Neritic;Marine Intertidal;Marine Coastal/Supratidal"
"Ridgway's Hawk","animalia","aves","chordata","Buteo ridgwayi","accipitridae","ridgwayi","accipitriformes","buteo",2016,"Decreasing","Neotropical","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Human intrusions & disturbance;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Artificial/Terrestrial"
"Djibouti Francolin","animalia","aves","chordata","Pternistis ochropectus","phasianidae","ochropectus","galliformes","pternistis",2016,"Decreasing","Afrotropical","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use;Human intrusions & disturbance;Pollution;Climate change & severe weather","Forest;Artificial/Terrestrial"
"Brazilian Merganser","animalia","aves","chordata","Mergus octosetaceus","anatidae","octosetaceus","anseriformes","mergus",2016,"Decreasing","Neotropical","Freshwater (=Inland waters)","Global","01 October 2016",NA,"Agriculture & aquaculture;Energy production & mining;Biological resource use;Human intrusions & disturbance;Natural system modifications;Pollution","Wetlands (inland)"
"Tahiti Monarch","animalia","aves","chordata","Pomarea nigra","monarchidae","nigra","passeriformes","pomarea",2016,"Increasing","Oceanian","Terrestrial","Global","01 October 2016",NA,"Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Makira Moorhen","animalia","aves","chordata","Pareudiastes silvestris","rallidae","silvestris","gruiformes","pareudiastes",2016,"Unknown","Oceanian","Terrestrial","Global","01 October 2016",NA,"Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Silvery Pigeon","animalia","aves","chordata","Columba argentina","columbidae","argentina","columbiformes","columba",2016,"Decreasing","Indomalayan","Terrestrial","Global","01 October 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Biological resource use;Human intrusions & disturbance;Invasive and other problematic species, genes & diseases","Forest;Artificial/Terrestrial"
"Jamaican Poorwill","animalia","aves","chordata","Siphonorhis americana","caprimulgidae","americana","caprimulgiformes","siphonorhis",2016,"Unknown","Neotropical","Terrestrial","Global","01 October 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Invasive and other problematic species, genes & diseases","Forest;Shrubland"
"Sulu Bleeding-heart","animalia","aves","chordata","Gallicolumba menagei","columbidae","menagei","columbiformes","gallicolumba",2016,"Decreasing","Indomalayan","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Giant Ibis","animalia","aves","chordata","Thaumatibis gigantea","threskiornithidae","gigantea","pelecaniformes","thaumatibis",2017,"Decreasing","Indomalayan","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","01 October 2016",194,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Human intrusions & disturbance;Natural system modifications;Invasive and other problematic species, genes & diseases","Forest;Grassland;Wetlands (inland);Artificial/Terrestrial"
"Cherry-throated Tanager","animalia","aves","chordata","Nemosia rourei","thraupidae","rourei","passeriformes","nemosia",2017,"Decreasing","Neotropical","Terrestrial","Global","01 October 2017",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Biological resource use;Climate change & severe weather","Forest"
"Polynesian Ground-dove","animalia","aves","chordata","Alopecoenas erythropterus","columbidae","erythropterus","columbiformes","alopecoenas",2017,"Decreasing","Oceanian","Terrestrial","Global","01 October 2017",150,"Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Shrubland;Artificial/Terrestrial"
"Tapanuli Orangutan","animalia","mammalia","chordata","Pongo tapanuliensis","hominidae","tapanuliensis","primates","pongo",2017,"Decreasing","Indomalayan","Terrestrial","Global","11 October 2017",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Transportation & service corridors;Biological resource use;Natural system modifications;Climate change & severe weather","Forest"
"Lesser Antillean Iguana","animalia","reptilia","chordata","Iguana delicatissima","iguanidae","delicatissima","squamata","iguana",2018,"Decreasing","Neotropical","Terrestrial","Global","03 March 2018",NA,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Shrubland;Grassland;Marine Intertidal;Artificial/Terrestrial"
"Zapata Rail","animalia","aves","chordata","Cyanolimnas cerverai","rallidae","cerverai","gruiformes","cyanolimnas",2016,"Decreasing","Neotropical","Freshwater (=Inland waters)","Global","01 October 2016",NA,"Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases","Wetlands (inland)"
"Usambara Monkey Grasshopper","animalia","insecta","arthropoda","Euschmidtia uvarovi","euschmidtiidae","uvarovi","orthoptera","euschmidtia",2014,"Unknown","Afrotropical","Terrestrial","Global","06 February 2014",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Crau Plain Grasshopper","animalia","insecta","arthropoda","Prionotropis rhodanica","pamphagidae","rhodanica","orthoptera","prionotropis",2016,"Decreasing","Palearctic","Terrestrial","Global;Europe;Mediterranean","20 April 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Human intrusions & disturbance;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Grassland;Artificial/Terrestrial"
"Rose’s Mountain Toadlet ","animalia","amphibia","chordata","Capensibufo rosei","bufonidae","rosei","anura","capensibufo",2017,"Unknown","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","28 July 2016",NA,"Human intrusions & disturbance;Natural system modifications","Shrubland;Wetlands (inland)"
"Sibillini Mountain Grasshopper","animalia","insecta","arthropoda","Podisma silvestrii","acrididae","silvestrii","orthoptera","podisma",2016,"Decreasing","Palearctic","Terrestrial","Global;Europe;Mediterranean","17 May 2015",NA,"Residential & commercial development;Agriculture & aquaculture;Climate change & severe weather","Grassland;Rocky areas (eg. inland cliffs, mountain peaks)"
"Suckley Cuckoo Bumble Bee","animalia","insecta","arthropoda","Bombus suckleyi","apidae","suckleyi","hymenoptera","bombus",2015,"Decreasing","Nearctic","Terrestrial","Global","19 August 2014",NA,"Residential & commercial development;Agriculture & aquaculture;Natural system modifications;Pollution;Climate change & severe weather;Other options","Forest;Shrubland;Grassland"
"Bamboutos Smalltongue Toad","animalia","amphibia","chordata","Werneria bambutensis","bufonidae","bambutensis","anura","werneria",2018,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","21 November 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution;Climate change & severe weather","Forest;Grassland;Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Bertia cambojiensis","dyakiidae","cambojiensis","stylommatophora","bertia",2014,"Unknown","Indomalayan","Terrestrial","Global","24 July 2013",NA,"Biological resource use","Forest"
NA,"animalia","amphibia","chordata","Pseudophilautus lunatus","rhacophoridae","lunatus","anura","pseudophilautus",2014,"Unknown","Indomalayan","Terrestrial","Global","20 August 2014",NA,"Agriculture & aquaculture;Energy production & mining;Biological resource use;Pollution","Forest;Artificial/Terrestrial"
"Red Crested Tree Rat","animalia","mammalia","chordata","Santamartamys rufodorsalis","echimyidae","rufodorsalis","rodentia","santamartamys",2017,"Unknown","Neotropical","Terrestrial","Global","08 September 2016",NA,"","Unknown"
"Cave Katydid","animalia","insecta","arthropoda","Cedarbergeniana imperfecta","tettigoniidae","imperfecta","orthoptera","cedarbergeniana",2014,"Unknown","Afrotropical","Terrestrial","Global","20 June 2014",NA,"Climate change & severe weather","Caves and Subterranean Habitats (non-aquatic)"
"Imperiled Grass False Shieldback","animalia","insecta","arthropoda","Paracilacris periclitatus","tettigoniidae","periclitatus","orthoptera","paracilacris",2014,"Unknown","Afrotropical","Terrestrial","Global","02 March 2014",NA,"Agriculture & aquaculture","Forest"
"Taita Thrush","animalia","aves","chordata","Turdus helleri","turdidae","helleri","passeriformes","turdus",2016,"Decreasing","Afrotropical","Terrestrial","Global","01 October 2016",930,"Agriculture & aquaculture;Natural system modifications;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Babosa de Espadán","animalia","gastropoda","mollusca","Arion luisae","arionidae","luisae","stylommatophora","arion",2017,"Unknown","Palearctic","Terrestrial","Global;Europe","01 November 2016",NA,"Residential & commercial development;Human intrusions & disturbance;Natural system modifications;Climate change & severe weather","Forest;Shrubland"
"Palila","animalia","aves","chordata","Loxioides bailleui","fringillidae","bailleui","passeriformes","loxioides",2016,"Decreasing","Oceanian","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Human intrusions & disturbance;Natural system modifications;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Tandy's Smalltongue Toad","animalia","amphibia","chordata","Werneria tandyi","bufonidae","tandyi","anura","werneria",2018,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","05 July 2016",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland);Artificial/Terrestrial"
"Hooded Grebe","animalia","aves","chordata","Podiceps gallardoi","podicipedidae","gallardoi","podicipediformes","podiceps",2016,"Decreasing","Neotropical","Freshwater (=Inland waters);Marine;Freshwater (=Inland waters) and Marine","Global","01 October 2016",NA,"Agriculture & aquaculture;Energy production & mining;Invasive and other problematic species, genes & diseases;Geological events;Climate change & severe weather","Wetlands (inland);Marine Neritic"
"Chatham Shag","animalia","aves","chordata","Leucocarbo onslowi","phalacrocoracidae","onslowi","suliformes","leucocarbo",2016,"Decreasing","Oceanian","Terrestrial;Marine;Terrestrial and Marine","Global","01 October 2016",710,"Biological resource use;Human intrusions & disturbance;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Marine Neritic;Marine Intertidal;Marine Coastal/Supratidal"
